   1.6182587208   -0.4607142508    1.2656208451
   1.4616690307   -0.8909408884    1.2656208451
   1.5778941578   -0.6896330632    1.2656208451
   1.8218459259   -0.4607142508    1.1601304582
   1.7921025444   -0.2347908382    1.1601304582
   1.1748683025   -1.3038719054    1.1601304582
   1.3853954079   -1.2166687231    1.1601304582
   1.5661791317   -1.0779484927    1.1601304582
   1.7048993621   -0.8971647689    1.1601304582
   1.7921025444   -0.6866376635    1.1601304582
   2.0091726363   -0.4607142508    1.0279008269
   1.9843851008   -0.2327966255    1.0279008269
   1.9111815318   -0.0155361749    1.0279008269
   1.2325858573   -1.4822966880    1.0279008269
   1.4455645153   -1.3974382347    1.0279008269
   1.6353217916   -1.2687796090    1.0279008269
   1.7929848469   -1.1023367452    1.0279008269
   1.9111815318   -0.9058923267    1.0279008269
   1.9843851008   -0.6886318762    1.0279008269
   2.1767493098   -0.4607142508    0.8713951391
   2.1558436064   -0.2351057807    0.8713951391
   2.0938384146   -0.0171801364    0.8713951391
   1.9928452470    0.1856414856    0.8713951391
   1.0622323894   -1.6832810736    0.8713951391
   1.2849495186   -1.6416480268    0.8713951391
   1.4962244132   -1.5597996966    0.8713951391
   1.6888623600   -1.4405233297    0.8713951391
   1.8563033048   -1.2878807398    0.8713951391
   1.9928452470   -1.1070699872    0.8713951391
   2.0938384146   -0.9042483653    0.8713951391
   2.1558436064   -0.6863227210    0.8713951391
   2.3214543101   -0.4607142508    0.6935287997
   2.3027350705   -0.2348066251    0.6935287997
   2.2470879639   -0.0150611706    0.6935287997
   2.1560308982    0.1925280297    0.6935287997
   2.0320476729    0.3822984834    0.6935287997
   0.8356039603   -1.8285358556    0.6935287997
   1.0622858194   -1.8285358556    0.6935287997
   1.2858760335   -1.7912252478    0.6935287997
   1.5002756442   -1.7176217685    0.6935287997
   1.6996363892   -1.6097331286    0.6935287997
   1.8785202271   -1.4705022489    0.6935287997
   2.0320476729   -1.3037269850    0.6935287997
   2.1560308982   -1.1139565313    0.6935287997
   2.2470879639   -0.9063673311    0.6935287997
   2.3027350705   -0.6866218765    0.6935287997
   2.4405920567   -0.4607142508    0.4976151219
   2.4231105841   -0.2330153785    0.4976151219
   2.3710759170   -0.0106535747    0.4976151219
   2.2857077040    0.2011591882    0.4976151219
   2.1690069036    0.3974581988    0.4976151219
   2.0237088836    0.5736423744    0.4976151219
   0.7778776832   -1.9425196636    0.4976151219
   1.0060790540   -1.9512668188    0.4976151219
   1.2329412484   -1.9250766851    0.4976151219
   1.4531468089   -1.8645631371    0.4976151219
   1.6615343037   -1.7711445610    0.4976151219
   1.8532193066   -1.6470106091    0.4976151219
   2.0237088836   -1.4950708761    0.4976151219
   2.1690069036   -1.3188867004    0.4976151219
   2.2857077040   -1.1225876899    0.4976151219
   2.3710759170   -0.9107749269    0.4976151219
   2.4231105841   -0.6884131232    0.4976151219
   2.5319432390   -0.4607142508    0.2873036070
   2.5158305983   -0.2354300968    0.2873036070
   2.4678206831   -0.0147320784    0.2873036070
   2.3888908368    0.1968870290    0.2873036070
   2.2806478435    0.3951192707    0.2873036070
   2.1452952184    0.5759292099    0.2873036070
   1.9855883506    0.7356360777    0.2873036070
   0.7236607358   -2.0275999593    0.2873036070
   0.9489448898   -2.0437126000    0.2873036070
   1.1742290439   -2.0275999593    0.2873036070
   1.3949270622   -1.9795900441    0.2873036070
   1.6065461696   -1.9006601978    0.2873036070
   1.8047784114   -1.7924172045    0.2873036070
   1.9855883506   -1.6570645794    0.2873036070
   2.1452952184   -1.4973577116    0.2873036070
   2.2806478435   -1.3165477724    0.2873036070
   2.3888908368   -1.1183155306    0.2873036070
   2.4678206831   -0.9066964232    0.2873036070
   2.5158305983   -0.6859984049    0.2873036070
   2.5938061571   -0.4607142508    0.0665119605
   2.5784858305   -0.2367390038    0.0665119605
   2.5328102394   -0.0169359919    0.0665119605
   2.4576302336    0.1946002707    0.0665119605
   2.3543462744    0.3939292637    0.0665119605
   2.2248823465    0.5773378651    0.0665119605
   2.0716501180    0.7414095196    0.0665119605
   0.6142879744   -2.0711717441    0.0665119605
   0.8366955873   -2.1017409669    0.0665119605
   1.0611941924   -2.1017409669    0.0665119605
   1.2836018053   -2.0711717441    0.0665119605
   1.4997753931   -2.0106027453    0.0665119605
   1.7056880508   -1.9211622564    0.0665119605
   1.8975040153   -1.8045163844    0.0665119605
   2.0716501180   -1.6628380212    0.0665119605
   2.2248823465   -1.4987663667    0.0665119605
   2.3543462744   -1.3153577654    0.0665119605
   2.4576302336   -1.1160287724    0.0665119605
   2.5328102394   -0.9044925098    0.0665119605
   2.5784858305   -0.6846894978    0.0665119605
   2.6250284221   -0.4607142508   -0.1606468870
   2.6094172896   -0.2324875726   -0.1606468870
   2.5628746981   -0.0085123256   -0.1606468870
   2.4862676479    0.2070392551   -0.1606468870
   2.3810231834    0.4101518514   -0.1606468870
   2.2491018100    0.5970418600   -0.1606468870
   2.0929609731    0.7642278737   -0.1606468870
   1.9155092811    0.9085955332   -0.1606468870
   0.6079356168   -2.1017409669   -0.1606468870
   0.8345649046   -2.1328904455   -0.1606468870
   1.0633248751   -2.1328904455   -0.1606468870
   1.2899541628   -2.1017409669   -0.1606468870
   1.5102310931   -2.0400222655   -0.1606468870
   1.7200523233   -1.9488840439   -0.1606468870
   1.9155092811   -1.8300240348   -0.1606468870
   2.0929609731   -1.6856563753   -0.1606468870
   2.2491018100   -1.5184703617   -0.1606468870
   2.3810231834   -1.3315803531   -0.1606468870
   2.4862676479   -1.1284677568   -0.1606468870
   2.5628746981   -0.9129161760   -0.1606468870
   2.6094172896   -0.6889409290   -0.1606468870
   2.6250284221   -0.4607142508   -0.3899413959
   2.6094172896   -0.2324875726   -0.3899413959
   2.5628746981   -0.0085123256   -0.3899413959
   2.4862676479    0.2070392551   -0.3899413959
   2.3810231834    0.4101518514   -0.3899413959
   2.2491018100    0.5970418600   -0.3899413959
   2.0929609731    0.7642278737   -0.3899413959
   1.9155092811    0.9085955332   -0.3899413959
   0.3876586866   -2.0400222655   -0.3899413959
   0.6079356168   -2.1017409669   -0.3899413959
   0.8345649046   -2.1328904455   -0.3899413959
